country,date,sector,MtCO2 per day
India,09/01/2023,Industry,2.2962
India,09/01/2023,International Aviation,0
India,09/01/2023,Power,4.03035
India,09/01/2023,Residential,2.19938
Italy,09/01/2023,Domestic Aviation,0.00673429
Italy,09/01/2023,Ground Transport,0.28297
Italy,09/01/2023,Industry,0.12114
Italy,09/01/2023,International Aviation,0
Italy,09/01/2023,Power,0.216416
Italy,09/01/2023,Residential,0.23822
Japan,09/01/2023,Domestic Aviation,0.0289652
Japan,09/01/2023,Ground Transport,0.431762
Japan,09/01/2023,Industry,0.512961
Japan,09/01/2023,International Aviation,0
Japan,09/01/2023,Power,1.39539
Japan,09/01/2023,Residential,0.5545
ROW,09/01/2023,Domestic Aviation,0.191552
ROW,09/01/2023,Ground Transport,6.32141
ROW,09/01/2023,Industry,9.04905
ROW,09/01/2023,International Aviation,1.356
ROW,09/01/2023,Power,9.2736
ROW,09/01/2023,Residential,5.22128
Russia,09/01/2023,Domestic Aviation,0.0411726
Russia,09/01/2023,Ground Transport,0.705793
Russia,09/01/2023,Industry,0.892014
Russia,09/01/2023,International Aviation,0
Russia,09/01/2023,Power,3.07738
Russia,09/01/2023,Residential,1.72127
Spain,09/01/2023,Domestic Aviation,0.0180042
Spain,09/01/2023,Ground Transport,0.236419
Spain,09/01/2023,Industry,0.150817
Spain,09/01/2023,International Aviation,0
Spain,09/01/2023,Power,0.0674951
Spain,09/01/2023,Residential,0.102105
United Kingdom,09/01/2023,Domestic Aviation,0.00415526
United Kingdom,09/01/2023,Ground Transport,0.291609
United Kingdom,09/01/2023,Industry,0.0681813
United Kingdom,09/01/2023,International Aviation,0
United Kingdom,09/01/2023,Power,0.0761168
United Kingdom,09/01/2023,Residential,0.331815
United States,09/01/2023,Domestic Aviation,0.396513
United States,09/01/2023,Ground Transport,3.23835
United States,09/01/2023,Industry,2.65099
United States,09/01/2023,International Aviation,0
United States,09/01/2023,Power,4.02894
United States,09/01/2023,Residential,2.11572
Brazil,10/01/2023,Domestic Aviation,0.0315849
Brazil,10/01/2023,Ground Transport,0.57284
Brazil,10/01/2023,Industry,0.283354
Brazil,10/01/2023,International Aviation,0
Brazil,10/01/2023,Power,0.0669662
Brazil,10/01/2023,Residential,0.107823
China,10/01/2023,Domestic Aviation,0.248004
China,10/01/2023,Ground Transport,2.76017
China,10/01/2023,Industry,10.9929
China,10/01/2023,International Aviation,0
China,10/01/2023,Power,18.8952
China,10/01/2023,Residential,2.46198
EU27 & UK,10/01/2023,Domestic Aviation,0.0447015
EU27 & UK,10/01/2023,Ground Transport,2.54652
EU27 & UK,10/01/2023,Industry,1.65062
EU27 & UK,10/01/2023,International Aviation,0
EU27 & UK,10/01/2023,Power,2.27457
EU27 & UK,10/01/2023,Residential,2.19781
France,10/01/2023,Domestic Aviation,0.012093
France,10/01/2023,Ground Transport,0.343491
France,10/01/2023,Industry,0.126587
France,10/01/2023,International Aviation,0
France,10/01/2023,Power,0.0940038
France,10/01/2023,Residential,0.271804
Germany,10/01/2023,Domestic Aviation,0.00277819
Germany,10/01/2023,Ground Transport,0.395184
Germany,10/01/2023,Industry,0.339123
Germany,10/01/2023,International Aviation,0
Germany,10/01/2023,Power,0.711219
Germany,10/01/2023,Residential,0.503855
India,10/01/2023,Domestic Aviation,0.0405458
India,10/01/2023,Ground Transport,0.909571
India,10/01/2023,Industry,2.29163
India,10/01/2023,International Aviation,0
India,10/01/2023,Power,4.02233
India,10/01/2023,Residential,2.03605
Italy,10/01/2023,Domestic Aviation,0.00534035
Italy,10/01/2023,Ground Transport,0.295164
Italy,10/01/2023,Industry,0.127396
Italy,10/01/2023,International Aviation,0
Italy,10/01/2023,Power,0.227592
Italy,10/01/2023,Residential,0.28171
Japan,10/01/2023,Domestic Aviation,0.0279125
Japan,10/01/2023,Ground Transport,0.472572
Japan,10/01/2023,Industry,0.583463
Japan,10/01/2023,International Aviation,0
Japan,10/01/2023,Power,1.58718
Japan,10/01/2023,Residential,0.70325
ROW,10/01/2023,Domestic Aviation,0.185966
ROW,10/01/2023,Ground Transport,6.67863
ROW,10/01/2023,Industry,9.03112
ROW,10/01/2023,International Aviation,1.31757
ROW,10/01/2023,Power,9.29427
ROW,10/01/2023,Residential,5.56203
Russia,10/01/2023,Domestic Aviation,0.0373388
Russia,10/01/2023,Ground Transport,0.712304
Russia,10/01/2023,Industry,0.908557
Russia,10/01/2023,International Aviation,0
Russia,10/01/2023,Power,3.13445
Russia,10/01/2023,Residential,1.6421
Spain,10/01/2023,Domestic Aviation,0.0155469
Spain,10/01/2023,Ground Transport,0.262072
Spain,10/01/2023,Industry,0.17674
Spain,10/01/2023,International Aviation,0
Spain,10/01/2023,Power,0.0790964
Spain,10/01/2023,Residential,0.122057
United Kingdom,10/01/2023,Domestic Aviation,0.00336615
United Kingdom,10/01/2023,Ground Transport,0.30776
United Kingdom,10/01/2023,Industry,0.0629858
United Kingdom,10/01/2023,International Aviation,0
United Kingdom,10/01/2023,Power,0.0703165
United Kingdom,10/01/2023,Residential,0.288976
United States,10/01/2023,Domestic Aviation,0.410496
United States,10/01/2023,Ground Transport,4.32205
United States,10/01/2023,Industry,2.72961
United States,10/01/2023,International Aviation,0
United States,10/01/2023,Power,4.14843
United States,10/01/2023,Residential,2.04317
Brazil,11/01/2023,Domestic Aviation,0.0309891
Brazil,11/01/2023,Ground Transport,0.585803
Brazil,11/01/2023,Industry,0.285119
Brazil,11/01/2023,International Aviation,0
Brazil,11/01/2023,Power,0.0673834
Brazil,11/01/2023,Residential,0.107823
China,11/01/2023,Domestic Aviation,0.251367
China,11/01/2023,Ground Transport,2.74275
China,11/01/2023,Industry,10.7736
China,11/01/2023,International Aviation,0
China,11/01/2023,Power,18.5184
China,11/01/2023,Residential,2.23909
EU27 & UK,11/01/2023,Domestic Aviation,0.0447693
EU27 & UK,11/01/2023,Ground Transport,2.55048
EU27 & UK,11/01/2023,Industry,1.48459
EU27 & UK,11/01/2023,International Aviation,0
EU27 & UK,11/01/2023,Power,2.04577
EU27 & UK,11/01/2023,Residential,2.09872
France,11/01/2023,Domestic Aviation,0.011467
France,11/01/2023,Ground Transport,0.344073
France,11/01/2023,Industry,0.0996865
France,11/01/2023,International Aviation,0
France,11/01/2023,Power,0.0740274
France,11/01/2023,Residential,0.239932
Germany,11/01/2023,Domestic Aviation,0.00257195
Germany,11/01/2023,Ground Transport,0.399927
Germany,11/01/2023,Industry,0.273522
Germany,11/01/2023,International Aviation,0
Germany,11/01/2023,Power,0.573639
Germany,11/01/2023,Residential,0.425594
India,11/01/2023,Domestic Aviation,0.0403277
India,11/01/2023,Ground Transport,0.916144
India,11/01/2023,Industry,2.30796
India,11/01/2023,International Aviation,0
India,11/01/2023,Power,4.05099
India,11/01/2023,Residential,2.0789
Italy,11/01/2023,Domestic Aviation,0.00556588
Italy,11/01/2023,Ground Transport,0.293429
Italy,11/01/2023,Industry,0.154616
Italy,11/01/2023,International Aviation,0
Italy,11/01/2023,Power,0.276221
Italy,11/01/2023,Residential,0.295769
Japan,11/01/2023,Domestic Aviation,0.0280507
Japan,11/01/2023,Ground Transport,0.470503
Japan,11/01/2023,Industry,0.597351
Japan,11/01/2023,International Aviation,0
Japan,11/01/2023,Power,1.62496
Japan,11/01/2023,Residential,0.643886
ROW,11/01/2023,Domestic Aviation,0.185774
ROW,11/01/2023,Ground Transport,6.71546
ROW,11/01/2023,Industry,9.24444
ROW,11/01/2023,International Aviation,1.30841
ROW,11/01/2023,Power,9.57459
ROW,11/01/2023,Residential,6.10873
Russia,11/01/2023,Domestic Aviation,0.0370062
Russia,11/01/2023,Ground Transport,0.722748
Russia,11/01/2023,Industry,0.902501
Russia,11/01/2023,International Aviation,0
Russia,11/01/2023,Power,3.11356
Russia,11/01/2023,Residential,1.52263
Spain,11/01/2023,Domestic Aviation,0.0161581
Spain,11/01/2023,Ground Transport,0.263013
Spain,11/01/2023,Industry,0.188032
Spain,11/01/2023,International Aviation,0
Spain,11/01/2023,Power,0.0841501
Spain,11/01/2023,Residential,0.121676
United Kingdom,11/01/2023,Domestic Aviation,0.00372324
United Kingdom,11/01/2023,Ground Transport,0.309408
United Kingdom,11/01/2023,Industry,0.0538525
United Kingdom,11/01/2023,International Aviation,0
United Kingdom,11/01/2023,Power,0.0601203
United Kingdom,11/01/2023,Residential,0.299676
United States,11/01/2023,Domestic Aviation,0.387023
United States,11/01/2023,Ground Transport,4.42112
United States,11/01/2023,Industry,2.89087
United States,11/01/2023,International Aviation,0
United States,11/01/2023,Power,4.39351
United States,11/01/2023,Residential,1.99773
Brazil,12/01/2023,Domestic Aviation,0.031533
Brazil,12/01/2023,Ground Transport,0.583594
Brazil,12/01/2023,Industry,0.312596
Brazil,12/01/2023,International Aviation,0
Brazil,12/01/2023,Power,0.0738773
Brazil,12/01/2023,Residential,0.107823
China,12/01/2023,Domestic Aviation,0.258982
China,12/01/2023,Ground Transport,2.75734
China,12/01/2023,Industry,10.5196
China,12/01/2023,International Aviation,0
China,12/01/2023,Power,18.0817
China,12/01/2023,Residential,2.04067
EU27 & UK,12/01/2023,Domestic Aviation,0.0450173
EU27 & UK,12/01/2023,Ground Transport,2.55522
EU27 & UK,12/01/2023,Industry,1.32479
EU27 & UK,12/01/2023,International Aviation,0
EU27 & UK,12/01/2023,Power,1.82556
EU27 & UK,12/01/2023,Residential,2.01024
France,12/01/2023,Domestic Aviation,0.0111784
France,12/01/2023,Ground Transport,0.345341
France,12/01/2023,Industry,0.0980108
France,12/01/2023,International Aviation,0
France,12/01/2023,Power,0.072783
France,12/01/2023,Residential,0.234581
Germany,12/01/2023,Domestic Aviation,0.00245809
Germany,12/01/2023,Ground Transport,0.401799
Germany,12/01/2023,Industry,0.193684
Germany,12/01/2023,International Aviation,0
Germany,12/01/2023,Power,0.4062
Germany,12/01/2023,Residential,0.396182
India,12/01/2023,Domestic Aviation,0.0410921
India,12/01/2023,Ground Transport,0.925314
India,12/01/2023,Industry,2.2927
India,12/01/2023,International Aviation,0
India,12/01/2023,Power,4.02421
India,12/01/2023,Residential,1.70406
Italy,12/01/2023,Domestic Aviation,0.00571884
Italy,12/01/2023,Ground Transport,0.293751
Italy,12/01/2023,Industry,0.16467
Italy,12/01/2023,International Aviation,0
Italy,12/01/2023,Power,0.294182
Italy,12/01/2023,Residential,0.289186
Japan,12/01/2023,Domestic Aviation,0.0276363
Japan,12/01/2023,Ground Transport,0.471982
Japan,12/01/2023,Industry,0.589919
Japan,12/01/2023,International Aviation,0
Japan,12/01/2023,Power,1.60474
Japan,12/01/2023,Residential,0.569016
ROW,12/01/2023,Domestic Aviation,0.189388
ROW,12/01/2023,Ground Transport,6.72535
ROW,12/01/2023,Industry,9.32989
ROW,12/01/2023,International Aviation,1.34413
ROW,12/01/2023,Power,9.7392
ROW,12/01/2023,Residential,6.22969
Russia,12/01/2023,Domestic Aviation,0.035884
Russia,12/01/2023,Ground Transport,0.730221
Russia,12/01/2023,Industry,0.897121
Russia,12/01/2023,International Aviation,0
Russia,12/01/2023,Power,3.095
Russia,12/01/2023,Residential,1.36537
Spain,12/01/2023,Domestic Aviation,0.0160548
Spain,12/01/2023,Ground Transport,0.263315
Spain,12/01/2023,Industry,0.187443
Spain,12/01/2023,International Aviation,0
Spain,12/01/2023,Power,0.0838865
Spain,12/01/2023,Residential,0.131837
United Kingdom,12/01/2023,Domestic Aviation,0.00393126
United Kingdom,12/01/2023,Ground Transport,0.309059
United Kingdom,12/01/2023,Industry,0.0531064
United Kingdom,12/01/2023,International Aviation,0
United Kingdom,12/01/2023,Power,0.0592874
United Kingdom,12/01/2023,Residential,0.270509
United States,12/01/2023,Domestic Aviation,0.427738
United States,12/01/2023,Ground Transport,4.45036
United States,12/01/2023,Industry,2.66396
United States,12/01/2023,International Aviation,0
United States,12/01/2023,Power,4.04866
United States,12/01/2023,Residential,1.84324
Brazil,13/01/2023,Domestic Aviation,0.0320258
Brazil,13/01/2023,Ground Transport,0.584782
Brazil,13/01/2023,Industry,0.350928
Brazil,13/01/2023,International Aviation,0
Brazil,13/01/2023,Power,0.0829362
Brazil,13/01/2023,Residential,0.107823
China,13/01/2023,Domestic Aviation,0.274846
China,13/01/2023,Ground Transport,2.70518
China,13/01/2023,Industry,10.2901
China,13/01/2023,International Aviation,0
China,13/01/2023,Power,17.6872
China,13/01/2023,Residential,2.3369
EU27 & UK,13/01/2023,Domestic Aviation,0.0504355
EU27 & UK,13/01/2023,Ground Transport,2.53392
EU27 & UK,13/01/2023,Industry,1.33274
EU27 & UK,13/01/2023,International Aviation,0
EU27 & UK,13/01/2023,Power,1.83652
EU27 & UK,13/01/2023,Residential,2.06502
France,13/01/2023,Domestic Aviation,0.0132807
France,13/01/2023,Ground Transport,0.343945
France,13/01/2023,Industry,0.10455
France,13/01/2023,International Aviation,0
France,13/01/2023,Power,0.0776388
France,13/01/2023,Residential,0.245055
Germany,13/01/2023,Domestic Aviation,0.0024859
Germany,13/01/2023,Ground Transport,0.396182
Germany,13/01/2023,Industry,0.170402
Germany,13/01/2023,International Aviation,0
Germany,13/01/2023,Power,0.357373
Germany,13/01/2023,Residential,0.410036
India,13/01/2023,Domestic Aviation,0.0413278
India,13/01/2023,Ground Transport,0.925087
India,13/01/2023,Industry,2.30573
India,13/01/2023,International Aviation,0
India,13/01/2023,Power,4.04707
India,13/01/2023,Residential,1.37789
Italy,13/01/2023,Domestic Aviation,0.00649085
Italy,13/01/2023,Ground Transport,0.29105
Italy,13/01/2023,Industry,0.171126
Italy,13/01/2023,International Aviation,0
Italy,13/01/2023,Power,0.305715
Italy,13/01/2023,Residential,0.291267
Japan,13/01/2023,Domestic Aviation,0.0281458
Japan,13/01/2023,Ground Transport,0.476854
Japan,13/01/2023,Industry,0.579011
Japan,13/01/2023,International Aviation,0
Japan,13/01/2023,Power,1.57507
Japan,13/01/2023,Residential,0.417991
ROW,13/01/2023,Domestic Aviation,0.191869
ROW,13/01/2023,Ground Transport,6.58694
ROW,13/01/2023,Industry,9.05822
ROW,13/01/2023,International Aviation,1.37782
ROW,13/01/2023,Power,9.45981
ROW,13/01/2023,Residential,6.17354
Russia,13/01/2023,Domestic Aviation,0.0374936
Russia,13/01/2023,Ground Transport,0.736867
Russia,13/01/2023,Industry,0.88603
Russia,13/01/2023,International Aviation,0
Russia,13/01/2023,Power,3.05673
Russia,13/01/2023,Residential,1.25553
Spain,13/01/2023,Domestic Aviation,0.0186479
Spain,13/01/2023,Ground Transport,0.268548
Spain,13/01/2023,Industry,0.187271
Spain,13/01/2023,International Aviation,0
Spain,13/01/2023,Power,0.0838094
Spain,13/01/2023,Residential,0.130779
United Kingdom,13/01/2023,Domestic Aviation,0.00422787
United Kingdom,13/01/2023,Ground Transport,0.303663
United Kingdom,13/01/2023,Industry,0.065641
United Kingdom,13/01/2023,International Aviation,0
United Kingdom,13/01/2023,Power,0.0732808
United Kingdom,13/01/2023,Residential,0.305086
United States,13/01/2023,Domestic Aviation,0.434036
United States,13/01/2023,Ground Transport,4.48726
United States,13/01/2023,Industry,2.56361
United States,13/01/2023,International Aviation,0
United States,13/01/2023,Power,3.89615
United States,13/01/2023,Residential,2.02062
Brazil,14/01/2023,Domestic Aviation,0.0308348
Brazil,14/01/2023,Ground Transport,0.574345
Brazil,14/01/2023,Industry,0.349805
Brazil,14/01/2023,International Aviation,0
Brazil,14/01/2023,Power,0.082671
Brazil,14/01/2023,Residential,0.107823
China,14/01/2023,Domestic Aviation,0.280125
China,14/01/2023,Ground Transport,2.65973
China,14/01/2023,Industry,10.1569
China,14/01/2023,International Aviation,0
China,14/01/2023,Power,17.4583
China,14/01/2023,Residential,3.07172
EU27 & UK,14/01/2023,Domestic Aviation,0.0387377
EU27 & UK,14/01/2023,Ground Transport,2.29309
EU27 & UK,14/01/2023,Industry,1.03814
EU27 & UK,14/01/2023,International Aviation,0
EU27 & UK,14/01/2023,Power,1.43056
EU27 & UK,14/01/2023,Residential,2.1039
France,14/01/2023,Domestic Aviation,0.0106877
France,14/01/2023,Ground Transport,0.328066
France,14/01/2023,Industry,0.089223
France,14/01/2023,International Aviation,0
France,14/01/2023,Power,0.0662572
France,14/01/2023,Residential,0.24264
Germany,14/01/2023,Domestic Aviation,0.00168467
Germany,14/01/2023,Ground Transport,0.356737
Germany,14/01/2023,Industry,0.133585
Germany,14/01/2023,International Aviation,0
Germany,14/01/2023,Power,0.280158
Germany,14/01/2023,Residential,0.433181
India,14/01/2023,Domestic Aviation,0.0415148
India,14/01/2023,Ground Transport,0.895767
India,14/01/2023,Industry,2.18726
India,14/01/2023,International Aviation,0
India,14/01/2023,Power,3.83912
India,14/01/2023,Residential,1.59708
Italy,14/01/2023,Domestic Aviation,0.00514549
Italy,14/01/2023,Ground Transport,0.273621
Italy,14/01/2023,Industry,0.124586
Italy,14/01/2023,International Aviation,0
Italy,14/01/2023,Power,0.222573
Italy,14/01/2023,Residential,0.286766
Japan,14/01/2023,Domestic Aviation,0.0285286
Japan,14/01/2023,Ground Transport,0.459461
Japan,14/01/2023,Industry,0.512364
Japan,14/01/2023,International Aviation,0
Japan,14/01/2023,Power,1.39377
Japan,14/01/2023,Residential,0.434655
ROW,14/01/2023,Domestic Aviation,0.172929
ROW,14/01/2023,Ground Transport,6.12119
ROW,14/01/2023,Industry,8.63851
ROW,14/01/2023,International Aviation,1.403
ROW,14/01/2023,Power,8.96311
ROW,14/01/2023,Residential,5.92898
Russia,14/01/2023,Domestic Aviation,0.0366162
Russia,14/01/2023,Ground Transport,0.672442
Russia,14/01/2023,Industry,0.852913
Russia,14/01/2023,International Aviation,0
Russia,14/01/2023,Power,2.94248
Russia,14/01/2023,Residential,1.21266
Spain,14/01/2023,Domestic Aviation,0.015971
Spain,14/01/2023,Ground Transport,0.218621
Spain,14/01/2023,Industry,0.118162
Spain,14/01/2023,International Aviation,0
Spain,14/01/2023,Power,0.0528812
Spain,14/01/2023,Residential,0.132549
United Kingdom,14/01/2023,Domestic Aviation,0.00227245
United Kingdom,14/01/2023,Ground Transport,0.294467
United Kingdom,14/01/2023,Industry,0.0419687
United Kingdom,14/01/2023,International Aviation,0
United Kingdom,14/01/2023,Power,0.0468533
United Kingdom,14/01/2023,Residential,0.30577
United States,14/01/2023,Domestic Aviation,0.388635
United States,14/01/2023,Ground Transport,4.24597
United States,14/01/2023,Industry,2.98163
United States,14/01/2023,International Aviation,0
United States,14/01/2023,Power,4.53144
United States,14/01/2023,Residential,2.36085
Brazil,15/01/2023,Domestic Aviation,0.0287932
Brazil,15/01/2023,Ground Transport,0.46424
Brazil,15/01/2023,Industry,0.347141
Brazil,15/01/2023,International Aviation,0
Brazil,15/01/2023,Power,0.0820413
Brazil,15/01/2023,Residential,0.107823
China,15/01/2023,Domestic Aviation,0.284459
China,15/01/2023,Ground Transport,2.73893
China,15/01/2023,Industry,10.2368
China,15/01/2023,International Aviation,0
China,15/01/2023,Power,17.5956
China,15/01/2023,Residential,3.43254
